scenario,provider,gpu_model,vram_gb,eu_resident,pricing_mode,compute_hours,compute_usd,overhead_usd,storage_usd,egress_usd,total_usd_month,assumptions
ci-smoke,RunPod (Community Cloud),NVIDIA RTX A5000,24,yes,on-demand,8.6667,1.28,0.11,3.5,0,4.89,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; boot 60s x40 overhead. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
interactive-dev,RunPod (Community Cloud),NVIDIA RTX A5000,24,yes,on-demand,20.0,3.2,0.0,3.5,0,6.7,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
training,RunPod (Community Cloud),NVIDIA RTX A5000,24,yes,on-demand,60.0,9.6,0.0,3.5,0,13.1,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
ci-smoke,RunPod (Secure Cloud),NVIDIA RTX A5000,24,yes,on-demand,8.6667,2.16,0.18,3.5,0,5.84,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; boot 60s x40 overhead. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
interactive-dev,RunPod (Secure Cloud),NVIDIA RTX A5000,24,yes,on-demand,20.0,5.4,0.0,3.5,0,8.9,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
training,RunPod (Secure Cloud),NVIDIA RTX A5000,24,yes,on-demand,60.0,16.2,0.0,3.5,0,19.7,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
ci-smoke,RunPod (Secure Cloud),NVIDIA L4,24,yes,on-demand,8.6667,3.12,0.26,3.5,0,6.88,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; boot 60s x40 overhead. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
interactive-dev,RunPod (Secure Cloud),NVIDIA L4,24,yes,on-demand,20.0,7.8,0.0,3.5,0,11.3,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
training,RunPod (Secure Cloud),NVIDIA L4,24,yes,on-demand,60.0,23.4,0.0,3.5,0,26.9,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
ci-smoke,RunPod (Community Cloud),NVIDIA L4,24,yes,on-demand,8.6667,3.52,0.29,3.5,0,7.31,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; boot 60s x40 overhead. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
interactive-dev,RunPod (Community Cloud),NVIDIA L4,24,yes,on-demand,20.0,8.8,0.0,3.5,0,12.3,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
training,RunPod (Community Cloud),NVIDIA L4,24,yes,on-demand,60.0,26.4,0.0,3.5,0,29.9,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=3/3. network volume $0.07/GB-mo, survives pod termination"
ci-smoke,UpCloud,NVIDIA L4,24,yes,on-demand,40.0,27.6,0.0,4.85,0,32.45,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; WHOLE-HOUR BILLED: 40 runs = 40 billed hours. hard_reqs_passed=2/3. FAILS sub-hour billing: 40 runs = 40 WHOLE billed hours"
interactive-dev,UpCloud,NVIDIA L4,24,yes,on-demand,20.0,13.8,0.0,4.85,0,18.65,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=2/3. FAILS sub-hour billing: 40 runs = 40 WHOLE billed hours"
training,UpCloud,NVIDIA L4,24,yes,on-demand,60.0,41.4,0.0,4.85,0,46.25,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=2/3. FAILS sub-hour billing: 40 runs = 40 WHOLE billed hours"
ci-smoke,Modal,NVIDIA L4,24,yes*,on-demand,8.0556,6.4,0.04,0.0,0,6.44,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; boot 5s x40 overhead. hard_reqs_passed=3/3. Volumes: 1 TiB/mo free, so 50GB storage is $0. EU pinning is a 1.5-1.75x COMPUTE multiplier NOT applied below"
interactive-dev,Modal,NVIDIA L4,24,yes*,on-demand,20.0,16.0,0.0,0.0,0,16.0,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=3/3. Volumes: 1 TiB/mo free, so 50GB storage is $0. EU pinning is a 1.5-1.75x COMPUTE multiplier NOT applied below"
training,Modal,NVIDIA L4,24,yes*,on-demand,60.0,48.0,0.0,0.0,0,48.0,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=3/3. Volumes: 1 TiB/mo free, so 50GB storage is $0. EU pinning is a 1.5-1.75x COMPUTE multiplier NOT applied below"
ci-smoke,OVHcloud,NVIDIA L4,24,yes,on-demand,40.0,40.0,0.0,2.4,0,42.4,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; WHOLE-HOUR BILLED: 40 runs = 40 billed hours. hard_reqs_passed=2/3. FAILS sub-hour billing: 40 runs = 40 WHOLE billed hours"
interactive-dev,OVHcloud,NVIDIA L4,24,yes,on-demand,20.0,20.0,0.0,2.4,0,22.4,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=2/3. FAILS sub-hour billing: 40 runs = 40 WHOLE billed hours"
training,OVHcloud,NVIDIA L4,24,yes,on-demand,60.0,60.0,0.0,2.4,0,62.4,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=2/3. FAILS sub-hour billing: 40 runs = 40 WHOLE billed hours"
ci-smoke,Modal,NVIDIA A10,24,yes*,on-demand,8.0556,8.8,0.06,0.0,0,8.86,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; boot 5s x40 overhead. hard_reqs_passed=3/3. Volumes: 1 TiB/mo free, so 50GB storage is $0. EU pinning is a 1.5-1.75x COMPUTE multiplier NOT applied below"
interactive-dev,Modal,NVIDIA A10,24,yes*,on-demand,20.0,22.0,0.0,0.0,0,22.0,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=3/3. Volumes: 1 TiB/mo free, so 50GB storage is $0. EU pinning is a 1.5-1.75x COMPUTE multiplier NOT applied below"
training,Modal,NVIDIA A10,24,yes*,on-demand,60.0,66.0,0.0,0.0,0,66.0,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=3/3. Volumes: 1 TiB/mo free, so 50GB storage is $0. EU pinning is a 1.5-1.75x COMPUTE multiplier NOT applied below"
ci-smoke,Modal,NVIDIA L4,24,yes*,on-demand,8.0556,9.6,0.07,0.0,0,9.67,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; boot 5s x40 overhead. hard_reqs_passed=3/3. Volumes: 1 TiB/mo free, so 50GB storage is $0. EU pinning is a 1.5-1.75x COMPUTE multiplier NOT applied below"
interactive-dev,Modal,NVIDIA L4,24,yes*,on-demand,20.0,24.0,0.0,0.0,0,24.0,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=3/3. Volumes: 1 TiB/mo free, so 50GB storage is $0. EU pinning is a 1.5-1.75x COMPUTE multiplier NOT applied below"
training,Modal,NVIDIA L4,24,yes*,on-demand,60.0,72.0,0.0,0.0,0,72.0,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=3/3. Volumes: 1 TiB/mo free, so 50GB storage is $0. EU pinning is a 1.5-1.75x COMPUTE multiplier NOT applied below"
ci-smoke,Modal,NVIDIA A10,24,yes*,on-demand,8.0556,13.2,0.09,0.0,0,13.29,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 40 runs x 12min = 8.00h; boot 5s x40 overhead. hard_reqs_passed=3/3. Volumes: 1 TiB/mo free, so 50GB storage is $0. EU pinning is a 1.5-1.75x COMPUTE multiplier NOT applied below"
interactive-dev,Modal,NVIDIA A10,24,yes*,on-demand,20.0,33.0,0.0,0.0,0,33.0,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 20h; volume held all month. hard_reqs_passed=3/3. Volumes: 1 TiB/mo free, so 50GB storage is $0. EU pinning is a 1.5-1.75x COMPUTE multiplier NOT applied below"
training,Modal,NVIDIA A10,24,yes*,on-demand,60.0,99.0,0.0,0.0,0,99.0,"[ADDED POST-HOC: 24-32GB tier, costed after ADR-0005 Addendum 3 showed the int4 512px step fits 24GB at 19.4GB peak] 60h; volume held all month. hard_reqs_passed=3/3. Volumes: 1 TiB/mo free, so 50GB storage is $0. EU pinning is a 1.5-1.75x COMPUTE multiplier NOT applied below"
